UserID,TotalCourses,TotalSpending,CategoryDiversity,AvgRating,PreferredCategory,PreferredLevel,Cluster,Segment,PCA1,PCA2
U00597,1,248.1,1,1.2,0,1,3,Career Focused Learners,-0.6958440582690941,-2.0475940439039935
U00598,1,415.51,1,3.11,0,2,3,Career Focused Learners,-0.5265382588199814,-0.03878000994656889
U00599,1,0.0,1,1.73,7,2,0,Inactive Learners,-0.9878394764124344,-1.487700974303805
U00600,1,0.0,1,2.14,5,1,0,Inactive Learners,-0.992852032412517,-1.0561878167832295
U00601,1,0.0,1,2.67,11,0,0,Inactive Learners,-0.9993316779735992,-0.4983781253541935
U00602,3,0.0,3,3.85,5,1,4,Quality Seekers,-0.31248658936042323,0.757609818771204
U00603,2,0.78,2,3.995,6,0,2,Beginner Learners,-0.6639974260205002,0.9031755669785486
U00604,14,662.4399999999999,9,2.843571428571429,7,0,1,Premium Power Learners,3.242839574322308,-0.25147779362528716
U00605,3,117.68,3,3.643333333333333,0,0,2,Beginner Learners,-0.1745327036876999,0.5391109234062913
U00606,2,0.0,2,3.255,1,0,2,Beginner Learners,-0.6558480049353028,0.12435349112898592
U00607,2,285.99,2,1.25,0,0,2,Beginner Learners,-0.30221544881329215,-1.9882526493544193
U00608,1,0.0,1,2.43,9,2,0,Inactive Learners,-0.9963974988515997,-0.7509711931711155
U00609,4,327.99,4,2.8275,1,0,2,Beginner Learners,0.4281038937324775,-0.31426012461850356
U00610,1,0.0,1,4.79,8,0,4,Quality Seekers,-1.0252502602179285,1.7328606403619518
U00611,2,415.51,2,3.065,0,2,3,Career Focused Learners,-0.17535236558643627,-0.07910519648280977
U00612,1,57.32,1,4.74,11,0,4,Quality Seekers,-0.9586745872321027,1.6797557494729654
U00613,2,490.9,2,2.915,0,1,3,Career Focused Learners,-0.08675899498957415,-0.23760893875884606
U00614,1,0.0,1,4.44,5,1,4,Quality Seekers,-1.0209712489983458,1.3644957497956074
U00615,1,0.0,1,3.15,1,0,2,Beginner Learners,-1.0052000362175983,0.006808010279650591
U00616,2,0.0,2,3.035,2,1,3,Career Focused Learners,-0.6531583407401366,-0.10719015436985906
U00617,1,0.0,1,3.02,3,2,3,Career Focused Learners,-1.003610689193182,-0.13001323478784876
U00618,1,0.0,1,2.14,5,1,0,Inactive Learners,-0.992852032412517,-1.0561878167832295
U00619,12,636.6500000000001,9,3.4450000000000003,2,2,1,Premium Power Learners,2.9350611540299547,0.3763265588622121
U00620,1,0.0,1,1.59,6,0,0,Inactive Learners,-0.9861278719246014,-1.6350469305303428
U00621,2,0.0,2,1.975,9,0,0,Inactive Learners,-0.640199049617972,-1.2228095372279315
U00622,13,524.05,8,3.527692307692308,3,0,1,Premium Power Learners,2.7245794605382487,0.46266576458909886
U00623,2,119.04,2,3.705,5,2,3,Career Focused Learners,-0.5243572587931149,0.5969658748355178
U00624,2,0.0,2,3.915,4,1,4,Quality Seekers,-0.6639169975208016,0.8189844276255217
U00625,4,394.26,3,3.1950000000000003,2,2,3,Career Focused Learners,0.2846123940862084,0.06762971278948465
U00626,1,177.34,1,3.89,5,0,2,Beginner Learners,-0.8101625777900043,0.7841474531187395
U00627,4,487.92,3,1.945,7,1,0,Inactive Learners,0.40767937048388303,-1.2487456762439257
U00628,2,472.28,2,4.03,9,1,4,Quality Seekers,-0.1218187702197066,0.9360527138034295
U00629,1,0.0,1,2.61,4,0,2,Beginner Learners,-0.9985981331930993,-0.5615263923084243
U00630,3,296.38,2,3.5933333333333333,6,0,2,Beginner Learners,-0.18353447132047035,0.48064995784146464
U00631,2,0.0,2,4.19,2,0,2,Beginner Learners,-0.6672790777647594,1.1084139844990788
U00632,1,0.0,1,1.81,7,0,0,Inactive Learners,-0.9888175361197675,-1.4035032850314977
U00633,14,1177.45,9,2.855,1,0,1,Premium Power Learners,3.835378118486373,-0.24377426246562547
U00634,3,276.37,2,3.44,4,0,2,Beginner Learners,-0.204687549784966,0.3194390840244183
U00635,1,0.0,1,4.73,7,2,4,Quality Seekers,-1.0245167154374286,1.6697123734077217
U00636,13,1701.73,10,3.174615384615385,1,1,1,Premium Power Learners,4.514706448333241,0.08984674386033298
U00637,2,529.6,2,4.74,9,0,4,Quality Seekers,-0.06453466445354591,1.682825871001363
U00638,2,57.32,1,3.705,11,0,4,Quality Seekers,-0.8106478713577469,0.5931473517241188
U00639,14,1010.86,8,3.0192857142857146,2,0,1,Premium Power Learners,3.426393625394084,-0.07380618828574427
U00640,1,490.9,1,4.55,0,1,3,Career Focused Learners,-0.4573838249063662,1.4761453220645036
U00641,1,342.61,1,4.84,10,2,4,Quality Seekers,-0.6315827936276861,1.7826071860998347
U00642,2,0.0,2,2.66,1,0,2,Beginner Learners,-0.6485736858620124,-0.5018668228337999
U00643,1,327.99,1,1.51,10,1,0,Inactive Learners,-0.6076958894068899,-1.7219988608601113
U00644,1,0.0,1,2.88,9,1,0,Inactive Learners,-1.0018990847053488,-0.2773591910143868
U00645,1,299.57,1,3.74,3,1,3,Career Focused Learners,-0.6676653023654398,0.6252503797925751
U00646,1,0.0,1,2.88,9,1,0,Inactive Learners,-1.0018990847053488,-0.2773591910143868
U00647,1,487.92,1,3.64,1,0,2,Beginner Learners,-0.4496878072723119,0.5184216306425922
U00648,2,472.28,2,4.7,5,1,4,Quality Seekers,-0.13001002026862196,1.6412083614590038
U00649,1,415.51,1,3.11,0,2,3,Career Focused Learners,-0.5265382588199814,-0.03878000994656889
U00650,1,0.0,1,4.72,8,2,4,Quality Seekers,-1.0243944579740119,1.6591876622486825
U00651,4,296.38,3,3.3425,9,1,4,Quality Seekers,0.17016788803506744,0.22369113328168272
U00652,2,394.26,2,2.335,2,1,3,Career Focused Learners,-0.19088226711886297,-0.8472306677788821
U00653,1,346.71,1,1.23,10,0,0,Inactive Learners,-0.5827295314479918,-2.01684797137592
U00654,2,53.86,2,1.875,6,1,0,Inactive Learners,-0.5769938892873913,-1.3285089291419685
U00655,1,53.86,1,2.47,6,1,0,Inactive Learners,-0.9349039430088519,-0.7093246288586145
U00656,1,0.0,1,4.14,6,1,4,Quality Seekers,-1.0173035250958464,1.048754415024454
U00657,1,89.59,1,2.68,0,2,3,Career Focused Learners,-0.8963529355754903,-0.48860573120585016
U00658,1,0.0,1,4.66,5,2,4,Quality Seekers,-1.0236609131935122,1.5960393952944525
U00659,2,0.0,2,4.41,6,1,4,Quality Seekers,-0.6699687419599256,1.3399576299979237
U00660,2,577.51,2,3.16,0,0,2,Beginner Learners,0.009917285481383,0.019519191677484674
U00661,4,212.39,3,2.87,9,2,4,Quality Seekers,0.07928808506709908,-0.27289617703368824
U00662,1,285.05,1,1.96,1,1,3,Career Focused Learners,-0.6626132240501682,-1.248026277249657
U00663,1,285.05,1,1.96,1,1,3,Career Focused Learners,-0.6626132240501682,-1.248026277249657
U00664,1,117.68,1,2.57,3,0,2,Beginner Learners,-0.8626818719106535,-0.6046134350226962
U00665,1,37.89,1,1.3,11,0,0,Inactive Learners,-0.9389782433608038,-1.9405817290675071
U00666,12,969.72,9,2.910833333333333,10,0,1,Premium Power Learners,3.3248917739532033,-0.18866532838919933
U00667,2,212.39,2,3.065,5,0,2,Beginner Learners,-0.4091047385284285,-0.07739953032350155
U00668,2,0.0,2,4.32,8,0,4,Quality Seekers,-0.6688684247891757,1.2452352295665783
U00669,1,248.1,1,1.2,0,1,3,Career Focused Learners,-0.6958440582690941,-2.0475940439039935
U00670,2,0.0,2,4.52,2,1,4,Quality Seekers,-0.6713135740575087,1.4557294527473459
U00671,1,0.0,1,3.15,1,0,2,Beginner Learners,-1.0052000362175983,0.006808010279650591
U00672,1,0.0,1,4.11,8,2,4,Quality Seekers,-1.0169367527055966,1.0171802815473394
U00673,2,380.5,2,3.07,10,0,0,Inactive Learners,-0.21570332583005455,-0.073548850295584
U00674,1,0.0,1,2.0,1,0,2,Beginner Learners,-0.9911404279246838,-1.2035337730097675
U00675,1,0.0,1,2.01,8,0,0,Inactive Learners,-0.9912626853881005,-1.1930090618507294
U00676,2,0.0,2,3.155,4,0,2,Beginner Learners,-0.6546254303011364,0.019106379538601618
U00677,1,415.51,1,3.11,0,2,3,Career Focused Learners,-0.5265382588199814,-0.03878000994656889
U00678,1,0.0,1,4.14,6,1,4,Quality Seekers,-1.0173035250958464,1.048754415024454
U00679,1,276.37,1,2.72,4,0,2,Beginner Learners,-0.6818938154778704,-0.4480753403174101
U00680,1,487.92,1,3.64,1,0,2,Beginner Learners,-0.4496878072723119,0.5184216306425922
U00681,2,0.0,2,3.3,1,0,2,Beginner Learners,-0.6563981635206777,0.17171469134465872
U00682,1,0.0,1,4.44,5,1,4,Quality Seekers,-1.0209712489983458,1.3644957497956074
U00683,1,0.0,1,2.61,4,0,2,Beginner Learners,-0.9985981331930993,-0.5615263923084243
U00684,3,0.0,2,3.0666666666666664,4,0,2,Beginner Learners,-0.5181724209635566,-0.0711626951546074
U00685,1,487.92,1,3.64,1,0,2,Beginner Learners,-0.4496878072723119,0.5184216306425922
U00686,1,0.0,1,2.2,11,1,0,Inactive Learners,-0.9935855771930168,-0.9930395498289991
U00687,15,1775.49,11,2.806,11,1,1,Premium Power Learners,5.090105539165591,-0.2889944676727131
U00688,2,0.78,1,2.85,7,0,0,Inactive Learners,-0.8652616126967316,-0.30624066719915194
U00689,2,0.0,2,3.67,4,0,2,Beginner Learners,-0.6609216896670936,0.5611290042290803
U00690,1,0.0,1,4.66,5,2,4,Quality Seekers,-1.0236609131935122,1.5960393952944525
U00691,1,0.0,1,2.61,4,0,2,Beginner Learners,-0.9985981331930993,-0.5615263923084243
U00692,1,0.0,1,3.45,10,2,4,Quality Seekers,-1.0088677601200977,0.3225493450508035
U00693,1,57.32,1,4.74,11,0,4,Quality Seekers,-0.9586745872321027,1.6797557494729654
U00694,1,0.0,1,3.6,3,2,3,Career Focused Learners,-1.0107016220713474,0.48042001243637966
U00695,1,0.0,1,4.45,4,0,2,Beginner Learners,-1.0210935064617626,1.3750204609546455
U00696,1,0.0,1,3.45,10,2,4,Quality Seekers,-1.0088677601200977,0.3225493450508035
U00697,1,0.0,1,3.85,9,1,4,Quality Seekers,-1.0137580586567636,0.7435377914123402
U00698,2,37.89,2,3.045,8,0,0,Inactive Learners,-0.6096764360788384,-0.09698361813587103
U00699,2,0.0,2,3.265,7,0,2,Beginner Learners,-0.6559702623987195,0.13487820228802458
U00700,1,117.68,1,2.57,3,0,2,Beginner Learners,-0.8626818719106535,-0.6046134350226962
U00701,14,1435.67,10,3.005,1,0,1,Premium Power Learners,4.345968884869259,-0.08373514778739821
U00702,3,0.0,3,2.5066666666666664,4,0,2,Beginner Learners,-0.29606333677478697,-0.6562097135929575
U00703,3,469.37,3,2.6533333333333333,0,0,2,Beginner Learners,0.2422988870021337,-0.5057887391741123
U00704,13,1528.24,8,3.506153846153846,10,1,1,Premium Power Learners,3.8804739155808106,0.43156463870512923
U00705,1,0.0,1,4.79,8,0,4,Quality Seekers,-1.0252502602179285,1.7328606403619518
U00706,2,787.49,2,3.69,1,0,2,Beginner Learners,0.2450845642525159,0.5755656112468734
U00707,1,0.0,1,4.51,4,1,4,Quality Seekers,-1.0218270512422623,1.4381687279088757
U00708,1,0.0,1,4.72,8,2,4,Quality Seekers,-1.0243944579740119,1.6591876622486825
U00709,14,1042.92,10,3.5092857142857143,5,0,1,Premium Power Learners,3.8878232864138096,0.45030905296564666
U00710,1,248.1,1,1.2,0,1,3,Career Focused Learners,-0.6958440582690941,-2.0475940439039935
U00711,2,327.99,2,2.415,10,1,0,Inactive Learners,-0.2681244551979262,-0.7624764872877025
U00712,2,0.0,2,3.05,1,0,2,Beginner Learners,-0.6533417269352616,-0.09140308763130177
U00713,1,472.28,1,4.74,9,1,4,Quality Seekers,-0.4811347847704588,1.6762711924157256
U00714,3,0.0,3,4.273333333333333,3,1,4,Quality Seekers,-0.317662155311728,1.2031559245038306
U00715,1,0.0,1,3.15,1,0,2,Beginner Learners,-1.0052000362175983,0.006808010279650591
U00716,4,295.02,3,3.005,3,0,2,Beginner Learners,0.1727289768582214,-0.131506447963785
U00717,1,0.0,1,1.91,2,2,3,Career Focused Learners,-0.990040110753934,-1.2982561734411135
U00718,2,285.05,2,2.42,1,1,3,Career Focused Learners,-0.31760133271916363,-0.756853550254458
U00719,1,117.68,1,2.57,3,0,2,Beginner Learners,-0.8626818719106535,-0.6046134350226962
U00720,1,415.51,1,3.11,0,2,3,Career Focused Learners,-0.5265382588199814,-0.03878000994656889
U00721,1,0.0,1,2.61,4,0,2,Beginner Learners,-0.9985981331930993,-0.5615263923084243
U00722,3,276.37,3,1.95,1,0,2,Beginner Learners,0.028791478501551844,-1.2444060722045047
U00723,14,1213.66,10,3.0942857142857143,10,0,1,Premium Power Learners,4.089386140878348,0.012099779329709933
U00724,15,1375.81,9,3.530666666666667,1,2,1,Premium Power Learners,4.190765178575861,0.4683789005346689
U00725,1,0.0,1,3.32,11,1,4,Quality Seekers,-1.0072784130956813,0.18572809998330367
U00726,1,472.28,1,4.74,9,1,4,Quality Seekers,-0.4811347847704588,1.6762711924157256
U00727,4,389.73,3,3.0225,5,0,2,Beginner Learners,0.2815081694704212,-0.11388351478810692
U00728,1,0.0,1,4.11,8,2,4,Quality Seekers,-1.0169367527055966,1.0171802815473394
U00729,2,0.0,2,3.835,8,0,4,Quality Seekers,-0.6629389378134684,0.7347867383532143
U00730,2,487.92,2,3.31,1,0,2,Beginner Learners,-0.09501757633139231,0.17814217607375615
U00731,2,285.05,2,2.64,1,1,3,Career Focused Learners,-0.3202909969143299,-0.5253099047556126
U00732,1,394.26,1,1.35,2,2,3,Career Focused Learners,-0.5294756416204935,-1.8909507306235984
U00733,1,0.0,1,2.61,4,0,2,Beginner Learners,-0.9985981331930993,-0.5615263923084243
U00734,4,299.57,3,2.7875,3,0,2,Beginner Learners,0.18062425873206903,-0.36045712353534015
U00735,2,212.39,2,2.575,1,0,2,Beginner Learners,-0.40311412282101283,-0.5931103771163839
U00736,1,0.0,1,4.73,7,2,4,Quality Seekers,-1.0245167154374286,1.6697123734077217
U00737,2,207.27,2,2.625,0,0,2,Beginner Learners,-0.4096175534497492,-0.5404438269792481
U00738,3,250.28,3,3.1300000000000003,2,0,2,Beginner Learners,-0.015659515267751622,-0.0022710690353696427
U00739,1,0.0,1,4.1,6,2,4,Quality Seekers,-1.0168144952421798,1.0066555703883004
U00740,1,327.99,1,1.51,10,1,0,Inactive Learners,-0.6076958894068899,-1.7219988608601113
U00741,4,461.65,3,4.1125,6,2,4,Quality Seekers,0.3509483065388853,1.0327060654000866
U00742,1,327.99,1,1.51,10,1,0,Inactive Learners,-0.6076958894068899,-1.7219988608601113
U00743,4,37.89,3,1.96,9,0,0,Inactive Learners,-0.11040269823922928,-1.2291795580004772
U00744,1,0.0,1,2.98,8,0,0,Inactive Learners,-1.0031216593395154,-0.17211207942400247
U00745,2,0.0,2,2.335,1,0,2,Beginner Learners,-0.6446003183009713,-0.8439199355025487
U00746,2,276.37,2,2.3600000000000003,1,0,2,Beginner Learners,-0.32685681214670087,-0.8199289283633612
U00747,1,0.0,1,2.2,11,1,0,Inactive Learners,-0.9935855771930168,-0.9930395498289991
U00748,2,0.0,2,2.335,1,0,2,Beginner Learners,-0.6446003183009713,-0.8439199355025487
U00749,1,0.0,1,4.72,8,2,4,Quality Seekers,-1.0243944579740119,1.6591876622486825
U00750,1,487.92,1,3.64,1,0,2,Beginner Learners,-0.4496878072723119,0.5184216306425922
U00751,1,0.0,1,1.28,9,1,0,Inactive Learners,-0.9823378905586853,-1.961312976460534
U00752,13,1666.65,9,2.8469230769230767,4,0,1,Premium Power Learners,4.263079676969015,-0.2590821729365221
U00753,2,0.0,2,3.495,8,1,4,Quality Seekers,-0.6587821840573024,0.37694655894590823
U00754,1,490.9,1,4.55,0,1,3,Career Focused Learners,-0.4573838249063662,1.4761453220645036
U00755,1,0.0,1,1.91,2,2,3,Career Focused Learners,-0.990040110753934,-1.2982561734411135
U00756,1,0.0,1,4.1,6,2,4,Quality Seekers,-1.0168144952421798,1.0066555703883004
U00757,1,53.86,1,2.47,6,1,0,Inactive Learners,-0.9349039430088519,-0.7093246288586145
U00758,1,0.0,1,2.0,1,0,2,Beginner Learners,-0.9911404279246838,-1.2035337730097675
U00759,1,0.78,1,3.89,7,0,4,Quality Seekers,-1.0133494573027957,0.7856300861292134
U00760,13,1583.69,9,3.2353846153846155,9,1,1,Premium Power Learners,4.162859310139661,0.15045901863062777
U00761,1,0.0,1,4.44,5,1,4,Quality Seekers,-1.0209712489983458,1.3644957497956074
U00762,1,346.71,1,1.23,10,0,0,Inactive Learners,-0.5827295314479918,-2.01684797137592
U00763,1,0.0,1,3.02,3,2,3,Career Focused Learners,-1.003610689193182,-0.13001323478784876
U00764,2,0.0,1,2.495,8,0,0,Inactive Learners,-0.8618191039530751,-0.6798613634257353
U00765,11,1188.0,7,2.641818181818182,3,2,1,Premium Power Learners,3.0134809251009247,-0.4850017949652829
U00766,3,0.0,2,4.333333333333333,8,2,4,Quality Seekers,-0.5336583663296652,1.261967384990259
U00767,14,1529.52,10,3.0335714285714284,9,0,1,Premium Power Learners,4.453623025057225,-0.05445263412262581
U00768,2,0.0,2,3.59,4,0,2,Beginner Learners,-0.6599436299597605,0.47693131495677293
U00769,1,0.0,1,4.45,4,0,2,Beginner Learners,-1.0210935064617626,1.3750204609546455
U00770,1,0.0,1,4.73,7,2,4,Quality Seekers,-1.0245167154374286,1.6697123734077217
U00771,1,285.05,1,1.96,1,1,3,Career Focused Learners,-0.6626132240501682,-1.248026277249657
U00772,13,342.61,9,3.547692307692308,2,2,1,Premium Power Learners,2.730794783242142,0.48957560536761646
U00773,1,119.04,1,2.75,6,2,3,Career Focused Learners,-0.8633174056849953,-0.4151800545320833
U00774,1,0.0,1,2.38,2,0,2,Beginner Learners,-0.9957862115345164,-0.8035947489663079
U00775,14,1391.4,8,3.281428571428571,9,1,1,Premium Power Learners,3.861117681719039,0.1988960762219639
U00776,1,490.9,1,4.55,0,1,3,Career Focused Learners,-0.4573838249063662,1.4761453220645036
U00777,4,999.88,4,3.6675,1,0,2,Beginner Learners,1.1910514874435019,0.5641735290671435
U00778,2,0.0,2,2.355,7,0,0,Inactive Learners,-0.6448448332278046,-0.8228705131844718
U00779,1,0.0,1,2.38,2,0,2,Beginner Learners,-0.9957862115345164,-0.8035947489663079
U00780,1,0.0,1,2.43,9,2,0,Inactive Learners,-0.9963974988515997,-0.7509711931711155
U00781,1,0.0,1,3.6,3,2,3,Career Focused Learners,-1.0107016220713474,0.48042001243637966
U00782,1,0.0,1,2.61,4,0,2,Beginner Learners,-0.9985981331930993,-0.5615263923084243
U00783,2,57.32,2,3.88,3,0,2,Beginner Learners,-0.5975247107301007,0.7816666034750926
U00784,2,299.57,2,4.21,3,1,4,Quality Seekers,-0.32277566849785194,1.1269478179468129
U00785,1,0.0,1,4.66,5,2,4,Quality Seekers,-1.0236609131935122,1.5960393952944525
U00786,13,1193.7,8,3.2807692307692307,6,0,1,Premium Power Learners,3.4982376873817884,0.19716308462847762
U00787,9,510.17,6,3.12,9,1,1,Premium Power Learners,1.741572964900802,0.014227499758501953
U00788,2,0.0,2,1.935,5,1,0,Inactive Learners,-0.6397100197643054,-1.2649083818640852
U00789,2,37.89,2,2.475,3,0,2,Beginner Learners,-0.6027077606640895,-0.6968921542010609
U00790,2,347.48999999999995,2,2.56,7,0,0,Inactive Learners,-0.247456408226601,-0.6100319234636584
U00791,2,89.59,2,3.305,0,2,3,Career Focused Learners,-0.5533582923908605,0.17622472991348304
U00792,1,346.71,1,1.23,10,0,0,Inactive Learners,-0.5827295314479918,-2.01684797137592
U00793,4,212.39,3,3.45,5,0,2,Beginner Learners,0.07219715218893356,0.33753707019054024
U00794,2,0.0,2,2.58,0,0,2,Beginner Learners,-0.6475956261546791,-0.5860645121061073
U00795,3,285.05,3,2.9466666666666668,1,1,3,Career Focused Learners,0.026595508855729793,-0.19551608219900232
U00796,2,212.39,2,2.215,5,0,2,Beginner Learners,-0.3987128541380135,-0.9719999788417675
U00797,3,0.0,3,3.45,4,2,3,Career Focused Learners,-0.30759629082375733,0.3366213724096674
U00798,1,0.0,1,1.52,4,0,0,Inactive Learners,-0.9852720696806848,-1.7087199086436118
U00799,2,0.0,2,2.925,3,1,3,Career Focused Learners,-0.6518135086425535,-0.22296197711928203
U00800,2,415.51,2,3.92,0,2,3,Career Focused Learners,-0.1858053787085596,0.8207576076149751
U00801,2,415.51,2,3.92,0,2,3,Career Focused Learners,-0.1858053787085596,0.8207576076149751
U00802,2,119.04,2,2.95,1,0,2,Beginner Learners,-0.515126820305158,-0.19764981767188278
U00803,3,276.37,3,2.9633333333333334,1,0,2,Beginner Learners,0.016402722208664948,-0.17790200808861145
U00804,2,89.59,2,1.98,0,1,3,Career Focused Learners,-0.5371591784881548,-1.2182994986591078
U00805,1,0.0,1,4.11,8,2,4,Quality Seekers,-1.0169367527055966,1.0171802815473394
U00806,1,0.0,1,3.65,3,1,3,Career Focused Learners,-1.0113129093884308,0.5330435682315715
U00807,1,342.61,1,4.84,10,2,4,Quality Seekers,-0.6315827936276861,1.7826071860998347
U00808,1,0.0,1,3.64,0,1,3,Career Focused Learners,-1.011190651925014,0.5225188570725334
U00809,1,490.9,1,4.55,0,1,3,Career Focused Learners,-0.4573838249063662,1.4761453220645036
U00810,1,276.37,1,2.72,4,0,2,Beginner Learners,-0.6818938154778704,-0.4480753403174101
U00811,3,487.92,2,3.053333333333333,11,1,0,Inactive Learners,0.04349343364036774,-0.0892928697966002
U00812,3,285.05,2,3.64,4,1,3,Career Focused Learners,-0.19714367484526185,0.52986041835986
U00813,4,0.0,4,3.815,1,2,3,Career Focused Learners,0.03857704640970524,0.7278093433940014
U00814,1,0.0,1,2.01,8,0,0,Inactive Learners,-0.9912626853881005,-1.1930090618507294
U00815,2,415.51,2,3.92,0,2,3,Career Focused Learners,-0.1858053787085596,0.8207576076149751
U00816,3,89.59,3,2.106666666666667,0,2,3,Career Focused Learners,-0.1880720383765955,-1.0779504769651889
U00817,1,0.0,1,3.32,11,1,4,Quality Seekers,-1.0072784130956813,0.18572809998330367
U00818,1,0.0,1,4.79,8,0,4,Quality Seekers,-1.0252502602179285,1.7328606403619518
U00819,14,1143.41,9,3.027857142857143,2,0,1,Premium Power Learners,3.7940912643558877,-0.06156126723555023
U00820,3,487.92,3,3.126666666666667,1,0,2,Beginner Learners,0.2578595451460831,-0.00777484816251607
U00821,13,1597.3,11,2.9061538461538463,0,1,1,Premium Power Learners,4.613072248251007,-0.18748753121006992
U00822,1,0.0,1,2.43,9,2,0,Inactive Learners,-0.9963974988515997,-0.7509711931711155
U00823,1,212.39,1,3.15,5,0,2,Beginner Learners,-0.7607796616156403,0.005024500848893047
U00824,1,0.0,1,4.1,6,2,4,Quality Seekers,-1.0168144952421798,1.0066555703883004
U00825,3,487.92,3,3.703333333333333,1,0,2,Beginner Learners,0.25080936475572313,0.599150162008699
U00826,1,53.86,1,2.47,6,1,0,Inactive Learners,-0.9349039430088519,-0.7093246288586145
U00827,2,0.0,2,4.41,6,2,4,Quality Seekers,-0.6699687419599256,1.3399576299979237
U00828,3,592.85,3,3.9066666666666654,0,2,3,Career Focused Learners,0.36907787661125885,0.8122714901526001
U00829,16,1338.31,8,3.054375,2,1,1,Premium Power Learners,4.073543255329574,-0.034227020668460124
U00830,1,326.02,1,2.69,1,2,3,Career Focused Learners,-0.6243893642939522,-0.4800664013487283
U00831,2,0.0,2,3.16,4,0,2,Beginner Learners,-0.6546865590328447,0.024368735118121185
U00832,1,0.0,1,3.85,9,1,4,Quality Seekers,-1.0137580586567636,0.7435377914123402
U00833,3,0.0,3,2.0066666666666664,7,0,0,Inactive Learners,-0.28995046360395466,-1.1824452715448783
U00834,1,0.0,1,2.2,11,1,0,Inactive Learners,-0.9935855771930168,-0.9930395498289991
U00835,1,0.0,1,3.02,3,2,3,Career Focused Learners,-1.003610689193182,-0.13001323478784876
U00836,15,931.7,9,2.886,5,1,1,Premium Power Learners,3.6875608178935657,-0.20638480622098965
U00837,4,285.05,3,2.5175,9,1,0,Inactive Learners,0.16721546007142699,-0.6445023955627709
U00838,12,1027.19,8,2.8408333333333338,3,0,1,Premium Power Learners,3.176621917014509,-0.2671577076639253
U00839,1,0.0,1,4.94,2,1,4,Quality Seekers,-1.0270841221691782,1.8907313077475283
U00840,3,394.26,3,2.4533333333333336,2,2,3,Career Focused Learners,0.15830675421221024,-0.7156522387174954
U00841,1,0.0,1,1.91,2,2,3,Career Focused Learners,-0.990040110753934,-1.2982561734411135
U00842,2,89.59,2,2.78,0,1,3,Career Focused Learners,-0.5469397755614865,-0.3763226059360344
U00843,1,276.37,1,2.72,4,0,2,Beginner Learners,-0.6818938154778704,-0.4480753403174101
U00844,1,0.0,1,4.72,8,2,4,Quality Seekers,-1.0243944579740119,1.6591876622486825
U00845,1,53.86,1,2.47,6,1,0,Inactive Learners,-0.9349039430088519,-0.7093246288586145
U00846,1,57.32,1,4.74,11,0,4,Quality Seekers,-0.9586745872321027,1.6797557494729654
U00847,1,0.0,1,4.66,5,2,4,Quality Seekers,-1.0236609131935122,1.5960393952944525
U00848,4,415.51,3,3.7825,0,2,3,Career Focused Learners,0.30188446447232237,0.6857780500692595
U00849,2,248.1,1,2.42,0,1,3,Career Focused Learners,-0.5753864003951922,-0.7608800752896756
U00850,15,897.95,9,3.0846666666666662,10,0,1,Premium Power Learners,3.6462921577515472,0.002989532107441961
U00851,1,0.0,1,4.73,7,2,4,Quality Seekers,-1.0245167154374286,1.6697123734077217
U00852,13,1579.14,8,3.4723076923076923,0,2,1,Premium Power Learners,3.9394639004167398,0.39551511517789845
U00853,2,0.0,2,2.92,7,2,3,Career Focused Learners,-0.6517523799108451,-0.22822433269880113
U00854,2,299.57,2,3.3600000000000003,3,0,2,Beginner Learners,-0.31238378410743695,0.2323473694285473
U00855,1,0.0,1,1.28,9,1,0,Inactive Learners,-0.9823378905586853,-1.961312976460534
U00856,1,0.0,1,2.14,5,1,0,Inactive Learners,-0.992852032412517,-1.0561878167832295
U00857,1,0.0,1,3.32,11,1,4,Quality Seekers,-1.0072784130956813,0.18572809998330367
U00858,15,396.47,8,3.258666666666667,7,1,1,Premium Power Learners,2.8517943936960015,0.18599379406434327
U00859,1,0.0,1,3.02,3,2,3,Career Focused Learners,-1.003610689193182,-0.13001323478784876
U00860,1,490.9,1,4.55,0,1,3,Career Focused Learners,-0.4573838249063662,1.4761453220645036
U00861,1,0.0,1,1.73,7,2,0,Inactive Learners,-0.9878394764124344,-1.487700974303805
U00862,1,487.92,1,3.64,1,0,2,Beginner Learners,-0.4496878072723119,0.5184216306425922
U00863,1,0.0,1,2.88,9,1,0,Inactive Learners,-1.0018990847053488,-0.2773591910143868
U00864,1,0.0,1,2.0,1,0,2,Beginner Learners,-0.9911404279246838,-1.2035337730097675
U00865,1,285.05,1,1.96,1,1,3,Career Focused Learners,-0.6626132240501682,-1.248026277249657
U00866,1,0.0,1,4.73,7,2,4,Quality Seekers,-1.0245167154374286,1.6697123734077217
U00867,1,0.0,1,2.61,4,0,2,Beginner Learners,-0.9985981331930993,-0.5615263923084243
U00868,1,0.0,1,2.14,5,1,0,Inactive Learners,-0.992852032412517,-1.0561878167832295
U00869,1,0.0,1,2.01,8,0,0,Inactive Learners,-0.9912626853881005,-1.1930090618507294
U00870,15,966.14,10,3.4386666666666668,8,0,1,Premium Power Learners,3.9357005918976355,0.3793284995081028
U00871,2,0.0,2,2.055,2,0,2,Beginner Learners,-0.6411771093253053,-1.1386118479556242
U00872,1,0.0,1,3.32,11,1,4,Quality Seekers,-1.0072784130956813,0.18572809998330367
