UserID,TotalCourses,TotalSpending,CategoryDiversity,AvgRating,PreferredCategory,PreferredLevel,Cluster,Segment
U00441,1,37.89,1,1.3,11,0,0,Inactive Learners
U00442,1,285.05,1,1.96,1,1,3,Career Focused Learners
U00443,2,978.82,2,4.095,0,0,2,Beginner Learners
U00444,13,1568.18,10,3.770000000000001,3,0,1,Premium Power Learners
U00445,1,285.05,1,1.96,1,1,3,Career Focused Learners
U00446,2,53.86,2,2.895,6,1,0,Inactive Learners
U00447,1,0.0,1,3.02,3,2,3,Career Focused Learners
U00448,3,0.0,2,3.8366666666666673,2,2,3,Career Focused Learners
U00449,14,1328.04,10,2.9135714285714287,3,0,1,Premium Power Learners
U00450,12,1262.44,7,3.125,1,0,1,Premium Power Learners
U00451,1,248.1,1,1.2,0,1,3,Career Focused Learners
U00452,3,57.32,3,3.706666666666667,6,0,2,Beginner Learners
U00453,1,490.9,1,4.55,0,1,3,Career Focused Learners
U00454,4,758.12,3,3.4775,10,1,4,Quality Seekers
U00455,3,0.0,3,3.24,0,1,3,Career Focused Learners
U00456,2,0.0,2,2.58,3,1,3,Career Focused Learners
U00457,2,37.89,2,3.045,8,0,0,Inactive Learners
U00458,4,207.27,4,3.0325,0,0,2,Beginner Learners
U00459,1,0.0,1,3.45,10,2,4,Quality Seekers
U00460,2,415.51,2,3.38,0,1,3,Career Focused Learners
U00461,2,490.9,2,4.640000000000001,0,1,3,Career Focused Learners
U00462,2,326.02,2,3.74,1,0,2,Beginner Learners
U00463,1,0.0,1,3.45,10,2,4,Quality Seekers
U00464,12,1024.06,7,2.8266666666666667,4,1,1,Premium Power Learners
U00465,1,0.78,1,3.89,7,0,4,Quality Seekers
U00466,2,212.39,2,3.935,5,0,2,Beginner Learners
U00467,1,0.0,1,2.38,2,0,2,Beginner Learners
U00468,1,0.0,1,4.94,2,1,4,Quality Seekers
U00469,2,0.0,2,1.9,7,0,0,Inactive Learners
U00470,1,89.59,1,2.68,0,2,3,Career Focused Learners
U00471,1,0.0,1,4.44,5,1,4,Quality Seekers
U00472,1,0.0,1,4.68,10,1,4,Quality Seekers
U00473,3,342.61,3,3.0966666666666662,7,1,4,Quality Seekers
U00474,1,57.32,1,4.74,11,0,4,Quality Seekers
U00475,3,604.36,3,2.4166666666666665,3,0,2,Beginner Learners
U00476,2,276.37,2,2.155,4,0,2,Beginner Learners
U00477,1,37.89,1,1.3,11,0,0,Inactive Learners
U00478,2,57.32,2,3.2350000000000003,7,0,2,Beginner Learners
U00479,2,0.0,2,2.85,2,0,2,Beginner Learners
U00480,1,0.0,1,4.66,5,2,4,Quality Seekers
U00481,1,326.02,1,2.69,1,2,3,Career Focused Learners
U00482,1,0.0,1,4.66,5,2,4,Quality Seekers
U00483,1,487.92,1,3.64,1,0,2,Beginner Learners
U00484,2,0.0,2,2.725,3,2,3,Career Focused Learners
U00485,1,0.0,1,4.68,10,1,4,Quality Seekers
U00486,2,0.0,2,4.09,7,2,4,Quality Seekers
U00487,2,0.0,1,3.335,3,1,3,Career Focused Learners
U00488,2,119.04,2,2.68,4,0,2,Beginner Learners
U00489,3,448.12,3,1.65,2,1,3,Career Focused Learners
U00490,1,0.0,1,3.15,1,0,2,Beginner Learners
U00491,1,394.26,1,1.35,2,2,3,Career Focused Learners
U00492,1,177.34,1,3.89,5,0,2,Beginner Learners
U00493,1,0.0,1,3.45,10,2,4,Quality Seekers
U00494,13,1007.0,10,3.180769230769231,0,0,1,Premium Power Learners
U00495,2,285.05,2,3.235,1,1,3,Career Focused Learners
U00496,1,0.0,1,2.38,2,0,2,Beginner Learners
U00497,3,0.0,2,3.053333333333333,11,1,0,Inactive Learners
U00498,3,0.0,3,4.073333333333333,5,2,4,Quality Seekers
U00499,1,415.51,1,3.11,0,2,3,Career Focused Learners
U00500,2,590.71,2,3.02,0,1,3,Career Focused Learners
U00501,1,0.0,1,3.93,2,2,3,Career Focused Learners
U00502,2,0.78,2,3.87,7,0,2,Beginner Learners
U00503,2,0.0,2,4.475,4,1,4,Quality Seekers
U00504,2,0.0,2,3.625,2,1,3,Career Focused Learners
U00505,1,0.0,1,4.1,6,2,4,Quality Seekers
U00506,1,0.0,1,3.6,3,2,3,Career Focused Learners
U00507,2,177.34,2,3.455,3,0,2,Beginner Learners
U00508,1,0.0,1,4.44,5,1,4,Quality Seekers
U00509,1,0.0,1,4.14,6,1,4,Quality Seekers
U00510,1,0.0,1,2.0,1,0,2,Beginner Learners
U00511,1,0.0,1,2.98,8,0,0,Inactive Learners
U00512,2,326.02,2,2.14,1,0,2,Beginner Learners
U00513,1,0.0,1,4.44,5,1,4,Quality Seekers
U00514,3,589.96,2,3.3966666666666665,9,1,4,Quality Seekers
U00515,2,0.0,2,3.085,1,0,2,Beginner Learners
U00516,1,177.34,1,3.89,5,0,2,Beginner Learners
U00517,1,0.0,1,3.6,3,2,3,Career Focused Learners
U00518,1,415.51,1,3.11,0,2,3,Career Focused Learners
U00519,1,0.0,1,3.6,3,2,3,Career Focused Learners
U00520,1,0.0,1,3.6,3,2,3,Career Focused Learners
U00521,1,0.0,1,1.81,7,0,0,Inactive Learners
U00522,1,0.0,1,4.68,10,1,4,Quality Seekers
U00523,1,342.61,1,4.84,10,2,4,Quality Seekers
U00524,2,119.04,1,3.445,6,1,4,Quality Seekers
U00525,1,0.0,1,4.66,5,2,4,Quality Seekers
U00526,1,0.0,1,3.64,0,1,3,Career Focused Learners
U00527,2,0.0,2,3.82,5,0,2,Beginner Learners
U00528,1,0.0,1,1.28,9,1,0,Inactive Learners
U00529,2,0.0,2,2.105,8,0,0,Inactive Learners
U00530,1,53.86,1,2.47,6,1,0,Inactive Learners
U00531,2,394.26,2,2.8950000000000005,2,1,3,Career Focused Learners
U00532,1,472.28,1,4.74,9,1,4,Quality Seekers
U00533,2,0.0,2,3.665,4,0,2,Beginner Learners
U00534,4,177.34,4,2.83,5,0,2,Beginner Learners
U00535,2,415.51,2,3.52,0,2,3,Career Focused Learners
U00536,1,0.0,1,3.45,10,2,4,Quality Seekers
U00537,2,346.71,2,3.01,8,0,0,Inactive Learners
U00538,1,0.0,1,3.15,1,0,2,Beginner Learners
U00539,1,299.57,1,3.74,3,1,3,Career Focused Learners
U00540,1,53.86,1,2.47,6,1,0,Inactive Learners
U00541,3,330.07,3,3.39,3,0,2,Beginner Learners
U00542,1,0.0,1,3.15,1,0,2,Beginner Learners
U00543,13,1371.22,10,2.907692307692308,0,2,1,Premium Power Learners
U00544,1,0.0,1,3.85,9,1,4,Quality Seekers
U00545,1,0.0,1,3.64,0,1,3,Career Focused Learners
U00546,1,0.0,1,4.1,6,2,4,Quality Seekers
U00547,1,177.34,1,3.89,5,0,2,Beginner Learners
U00548,14,1922.05,9,2.8528571428571428,1,0,1,Premium Power Learners
U00549,1,53.86,1,2.47,6,1,0,Inactive Learners
U00550,2,0.0,2,2.64,4,0,2,Beginner Learners
U00551,4,234.66,4,4.105,3,0,2,Beginner Learners
U00552,2,0.0,2,2.005,7,1,0,Inactive Learners
U00553,2,0.0,2,3.225,1,0,2,Beginner Learners
U00554,1,285.05,1,1.96,1,1,3,Career Focused Learners
U00555,1,415.51,1,3.11,0,2,3,Career Focused Learners
U00556,14,1315.72,9,3.281428571428571,4,1,1,Premium Power Learners
U00557,2,0.78,2,4.34,7,0,4,Quality Seekers
U00558,1,0.0,1,4.14,6,1,4,Quality Seekers
U00559,11,719.21,9,2.517272727272728,0,1,1,Premium Power Learners
U00560,2,790.47,2,4.145,0,1,3,Career Focused Learners
U00561,1,0.0,1,4.68,10,1,4,Quality Seekers
U00562,15,1598.45,10,2.486,6,0,1,Premium Power Learners
U00563,2,0.0,2,3.22,1,0,2,Beginner Learners
U00564,1,53.86,1,2.47,6,1,0,Inactive Learners
U00565,2,248.1,2,1.67,0,1,3,Career Focused Learners
U00566,2,0.78,2,4.275,5,0,2,Beginner Learners
U00567,1,285.05,1,1.96,1,1,3,Career Focused Learners
U00568,1,0.0,1,3.15,1,0,2,Beginner Learners
U00569,14,1063.45,7,3.075,10,0,1,Premium Power Learners
U00570,14,777.67,9,3.4992857142857146,0,1,1,Premium Power Learners
U00571,2,0.0,2,4.324999999999999,4,1,4,Quality Seekers
U00572,13,567.28,9,3.128461538461538,2,0,1,Premium Power Learners
U00573,11,1047.29,8,3.0790909090909087,2,2,1,Premium Power Learners
U00574,14,779.6099999999999,9,2.6185714285714288,0,0,1,Premium Power Learners
U00575,1,0.0,1,4.1,6,2,4,Quality Seekers
U00576,13,1001.74,9,3.3969230769230774,5,0,1,Premium Power Learners
U00577,1,342.61,1,4.84,10,2,4,Quality Seekers
U00578,1,0.0,1,4.66,5,2,4,Quality Seekers
U00579,1,0.0,1,3.85,9,1,4,Quality Seekers
U00580,3,0.0,3,2.75,2,1,3,Career Focused Learners
U00581,2,89.59,2,2.675,0,0,2,Beginner Learners
U00582,1,0.0,1,2.88,9,1,0,Inactive Learners
U00583,1,0.0,1,2.38,2,0,2,Beginner Learners
U00584,14,2559.85,8,2.716428571428572,6,2,1,Premium Power Learners
U00585,2,0.0,2,2.225,7,1,0,Inactive Learners
U00586,1,299.57,1,3.74,3,1,3,Career Focused Learners
U00587,2,346.71,2,2.54,9,0,0,Inactive Learners
U00588,1,57.32,1,4.74,11,0,4,Quality Seekers
U00589,1,0.0,1,1.52,4,0,0,Inactive Learners
U00590,1,0.0,1,3.15,1,0,2,Beginner Learners
U00591,2,0.0,2,2.87,3,1,3,Career Focused Learners
U00592,14,963.18,8,3.4057142857142857,0,1,1,Premium Power Learners
U00593,2,89.59,2,2.345,0,0,2,Beginner Learners
U00594,1,0.0,1,3.85,9,1,4,Quality Seekers
U00595,14,1075.46,9,2.6028571428571428,4,1,1,Premium Power Learners
U00596,2,177.34,2,3.605,5,0,2,Beginner Learners
U00597,1,248.1,1,1.2,0,1,3,Career Focused Learners
U00598,1,415.51,1,3.11,0,2,3,Career Focused Learners
U00599,1,0.0,1,1.73,7,2,0,Inactive Learners
U00600,1,0.0,1,2.14,5,1,0,Inactive Learners
U00601,1,0.0,1,2.67,11,0,0,Inactive Learners
U00602,3,0.0,3,3.85,5,1,4,Quality Seekers
U00603,2,0.78,2,3.995,6,0,2,Beginner Learners
U00604,14,662.4399999999999,9,2.843571428571429,7,0,1,Premium Power Learners
U00605,3,117.68,3,3.643333333333333,0,0,2,Beginner Learners
U00606,2,0.0,2,3.255,1,0,2,Beginner Learners
U00607,2,285.99,2,1.25,0,0,2,Beginner Learners
U00608,1,0.0,1,2.43,9,2,0,Inactive Learners
U00609,4,327.99,4,2.8275,1,0,2,Beginner Learners
U00610,1,0.0,1,4.79,8,0,4,Quality Seekers
U00611,2,415.51,2,3.065,0,2,3,Career Focused Learners
U00612,1,57.32,1,4.74,11,0,4,Quality Seekers
U00613,2,490.9,2,2.915,0,1,3,Career Focused Learners
U00614,1,0.0,1,4.44,5,1,4,Quality Seekers
U00615,1,0.0,1,3.15,1,0,2,Beginner Learners
U00616,2,0.0,2,3.035,2,1,3,Career Focused Learners
U00617,1,0.0,1,3.02,3,2,3,Career Focused Learners
U00618,1,0.0,1,2.14,5,1,0,Inactive Learners
U00619,12,636.6500000000001,9,3.4450000000000003,2,2,1,Premium Power Learners
U00620,1,0.0,1,1.59,6,0,0,Inactive Learners
U00621,2,0.0,2,1.975,9,0,0,Inactive Learners
U00622,13,524.05,8,3.527692307692308,3,0,1,Premium Power Learners
U00623,2,119.04,2,3.705,5,2,3,Career Focused Learners
U00624,2,0.0,2,3.915,4,1,4,Quality Seekers
U00625,4,394.26,3,3.1950000000000003,2,2,3,Career Focused Learners
U00626,1,177.34,1,3.89,5,0,2,Beginner Learners
U00627,4,487.92,3,1.945,7,1,0,Inactive Learners
U00628,2,472.28,2,4.03,9,1,4,Quality Seekers
U00629,1,0.0,1,2.61,4,0,2,Beginner Learners
U00630,3,296.38,2,3.5933333333333333,6,0,2,Beginner Learners
U00631,2,0.0,2,4.19,2,0,2,Beginner Learners
U00632,1,0.0,1,1.81,7,0,0,Inactive Learners
U00633,14,1177.45,9,2.855,1,0,1,Premium Power Learners
U00634,3,276.37,2,3.44,4,0,2,Beginner Learners
U00635,1,0.0,1,4.73,7,2,4,Quality Seekers
U00636,13,1701.73,10,3.174615384615385,1,1,1,Premium Power Learners
U00637,2,529.6,2,4.74,9,0,4,Quality Seekers
U00638,2,57.32,1,3.705,11,0,4,Quality Seekers
U00639,14,1010.86,8,3.0192857142857146,2,0,1,Premium Power Learners
U00640,1,490.9,1,4.55,0,1,3,Career Focused Learners
U00641,1,342.61,1,4.84,10,2,4,Quality Seekers
U00642,2,0.0,2,2.66,1,0,2,Beginner Learners
U00643,1,327.99,1,1.51,10,1,0,Inactive Learners
U00644,1,0.0,1,2.88,9,1,0,Inactive Learners
U00645,1,299.57,1,3.74,3,1,3,Career Focused Learners
U00646,1,0.0,1,2.88,9,1,0,Inactive Learners
U00647,1,487.92,1,3.64,1,0,2,Beginner Learners
U00648,2,472.28,2,4.7,5,1,4,Quality Seekers
U00649,1,415.51,1,3.11,0,2,3,Career Focused Learners
U00650,1,0.0,1,4.72,8,2,4,Quality Seekers
U00651,4,296.38,3,3.3425,9,1,4,Quality Seekers
U00652,2,394.26,2,2.335,2,1,3,Career Focused Learners
U00653,1,346.71,1,1.23,10,0,0,Inactive Learners
U00654,2,53.86,2,1.875,6,1,0,Inactive Learners
U00655,1,53.86,1,2.47,6,1,0,Inactive Learners
U00656,1,0.0,1,4.14,6,1,4,Quality Seekers
U00657,1,89.59,1,2.68,0,2,3,Career Focused Learners
U00658,1,0.0,1,4.66,5,2,4,Quality Seekers
U00659,2,0.0,2,4.41,6,1,4,Quality Seekers
U00660,2,577.51,2,3.16,0,0,2,Beginner Learners
U00661,4,212.39,3,2.87,9,2,4,Quality Seekers
U00662,1,285.05,1,1.96,1,1,3,Career Focused Learners
U00663,1,285.05,1,1.96,1,1,3,Career Focused Learners
U00664,1,117.68,1,2.57,3,0,2,Beginner Learners
U00665,1,37.89,1,1.3,11,0,0,Inactive Learners
U00666,12,969.72,9,2.910833333333333,10,0,1,Premium Power Learners
U00667,2,212.39,2,3.065,5,0,2,Beginner Learners
U00668,2,0.0,2,4.32,8,0,4,Quality Seekers
U00669,1,248.1,1,1.2,0,1,3,Career Focused Learners
U00670,2,0.0,2,4.52,2,1,4,Quality Seekers
U00671,1,0.0,1,3.15,1,0,2,Beginner Learners
U00672,1,0.0,1,4.11,8,2,4,Quality Seekers
U00673,2,380.5,2,3.07,10,0,0,Inactive Learners
U00674,1,0.0,1,2.0,1,0,2,Beginner Learners
U00675,1,0.0,1,2.01,8,0,0,Inactive Learners
U00676,2,0.0,2,3.155,4,0,2,Beginner Learners
U00677,1,415.51,1,3.11,0,2,3,Career Focused Learners
U00678,1,0.0,1,4.14,6,1,4,Quality Seekers
U00679,1,276.37,1,2.72,4,0,2,Beginner Learners
U00680,1,487.92,1,3.64,1,0,2,Beginner Learners
U00681,2,0.0,2,3.3,1,0,2,Beginner Learners
U00682,1,0.0,1,4.44,5,1,4,Quality Seekers
U00683,1,0.0,1,2.61,4,0,2,Beginner Learners
U00684,3,0.0,2,3.0666666666666664,4,0,2,Beginner Learners
U00685,1,487.92,1,3.64,1,0,2,Beginner Learners
U00686,1,0.0,1,2.2,11,1,0,Inactive Learners
U00687,15,1775.49,11,2.806,11,1,1,Premium Power Learners
U00688,2,0.78,1,2.85,7,0,0,Inactive Learners
U00689,2,0.0,2,3.67,4,0,2,Beginner Learners
U00690,1,0.0,1,4.66,5,2,4,Quality Seekers
U00691,1,0.0,1,2.61,4,0,2,Beginner Learners
U00692,1,0.0,1,3.45,10,2,4,Quality Seekers
U00693,1,57.32,1,4.74,11,0,4,Quality Seekers
U00694,1,0.0,1,3.6,3,2,3,Career Focused Learners
U00695,1,0.0,1,4.45,4,0,2,Beginner Learners
U00696,1,0.0,1,3.45,10,2,4,Quality Seekers
U00697,1,0.0,1,3.85,9,1,4,Quality Seekers
U00698,2,37.89,2,3.045,8,0,0,Inactive Learners
U00699,2,0.0,2,3.265,7,0,2,Beginner Learners
U00700,1,117.68,1,2.57,3,0,2,Beginner Learners
U00701,14,1435.67,10,3.005,1,0,1,Premium Power Learners
U00702,3,0.0,3,2.5066666666666664,4,0,2,Beginner Learners
U00703,3,469.37,3,2.6533333333333333,0,0,2,Beginner Learners
U00704,13,1528.24,8,3.506153846153846,10,1,1,Premium Power Learners
U00705,1,0.0,1,4.79,8,0,4,Quality Seekers
U00706,2,787.49,2,3.69,1,0,2,Beginner Learners
U00707,1,0.0,1,4.51,4,1,4,Quality Seekers
U00708,1,0.0,1,4.72,8,2,4,Quality Seekers
U00709,14,1042.92,10,3.5092857142857143,5,0,1,Premium Power Learners
U00710,1,248.1,1,1.2,0,1,3,Career Focused Learners
U00711,2,327.99,2,2.415,10,1,0,Inactive Learners
U00712,2,0.0,2,3.05,1,0,2,Beginner Learners
U00713,1,472.28,1,4.74,9,1,4,Quality Seekers
U00714,3,0.0,3,4.273333333333333,3,1,4,Quality Seekers
U00715,1,0.0,1,3.15,1,0,2,Beginner Learners
U00716,4,295.02,3,3.005,3,0,2,Beginner Learners
U00717,1,0.0,1,1.91,2,2,3,Career Focused Learners
U00718,2,285.05,2,2.42,1,1,3,Career Focused Learners
U00719,1,117.68,1,2.57,3,0,2,Beginner Learners
U00720,1,415.51,1,3.11,0,2,3,Career Focused Learners
U00721,1,0.0,1,2.61,4,0,2,Beginner Learners
U00722,3,276.37,3,1.95,1,0,2,Beginner Learners
U00723,14,1213.66,10,3.0942857142857143,10,0,1,Premium Power Learners
U00724,15,1375.81,9,3.530666666666667,1,2,1,Premium Power Learners
U00725,1,0.0,1,3.32,11,1,4,Quality Seekers
U00726,1,472.28,1,4.74,9,1,4,Quality Seekers
U00727,4,389.73,3,3.0225,5,0,2,Beginner Learners
U00728,1,0.0,1,4.11,8,2,4,Quality Seekers
U00729,2,0.0,2,3.835,8,0,4,Quality Seekers
U00730,2,487.92,2,3.31,1,0,2,Beginner Learners
U00731,2,285.05,2,2.64,1,1,3,Career Focused Learners
U00732,1,394.26,1,1.35,2,2,3,Career Focused Learners
U00733,1,0.0,1,2.61,4,0,2,Beginner Learners
U00734,4,299.57,3,2.7875,3,0,2,Beginner Learners
U00735,2,212.39,2,2.575,1,0,2,Beginner Learners
U00736,1,0.0,1,4.73,7,2,4,Quality Seekers
U00737,2,207.27,2,2.625,0,0,2,Beginner Learners
U00738,3,250.28,3,3.1300000000000003,2,0,2,Beginner Learners
U00739,1,0.0,1,4.1,6,2,4,Quality Seekers
U00740,1,327.99,1,1.51,10,1,0,Inactive Learners
U00741,4,461.65,3,4.1125,6,2,4,Quality Seekers
U00742,1,327.99,1,1.51,10,1,0,Inactive Learners
U00743,4,37.89,3,1.96,9,0,0,Inactive Learners
U00744,1,0.0,1,2.98,8,0,0,Inactive Learners
U00745,2,0.0,2,2.335,1,0,2,Beginner Learners
U00746,2,276.37,2,2.3600000000000003,1,0,2,Beginner Learners
U00747,1,0.0,1,2.2,11,1,0,Inactive Learners
U00748,2,0.0,2,2.335,1,0,2,Beginner Learners
U00749,1,0.0,1,4.72,8,2,4,Quality Seekers
U00750,1,487.92,1,3.64,1,0,2,Beginner Learners
U00751,1,0.0,1,1.28,9,1,0,Inactive Learners
U00752,13,1666.65,9,2.8469230769230767,4,0,1,Premium Power Learners
U00753,2,0.0,2,3.495,8,1,4,Quality Seekers
U00754,1,490.9,1,4.55,0,1,3,Career Focused Learners
U00755,1,0.0,1,1.91,2,2,3,Career Focused Learners
U00756,1,0.0,1,4.1,6,2,4,Quality Seekers
U00757,1,53.86,1,2.47,6,1,0,Inactive Learners
U00758,1,0.0,1,2.0,1,0,2,Beginner Learners
U00759,1,0.78,1,3.89,7,0,4,Quality Seekers
U00760,13,1583.69,9,3.2353846153846155,9,1,1,Premium Power Learners
U00761,1,0.0,1,4.44,5,1,4,Quality Seekers
U00762,1,346.71,1,1.23,10,0,0,Inactive Learners
U00763,1,0.0,1,3.02,3,2,3,Career Focused Learners
U00764,2,0.0,1,2.495,8,0,0,Inactive Learners
U00765,11,1188.0,7,2.641818181818182,3,2,1,Premium Power Learners
U00766,3,0.0,2,4.333333333333333,8,2,4,Quality Seekers
U00767,14,1529.52,10,3.0335714285714284,9,0,1,Premium Power Learners
U00768,2,0.0,2,3.59,4,0,2,Beginner Learners
U00769,1,0.0,1,4.45,4,0,2,Beginner Learners
U00770,1,0.0,1,4.73,7,2,4,Quality Seekers
U00771,1,285.05,1,1.96,1,1,3,Career Focused Learners
U00772,13,342.61,9,3.547692307692308,2,2,1,Premium Power Learners
U00773,1,119.04,1,2.75,6,2,3,Career Focused Learners
U00774,1,0.0,1,2.38,2,0,2,Beginner Learners
U00775,14,1391.4,8,3.281428571428571,9,1,1,Premium Power Learners
U00776,1,490.9,1,4.55,0,1,3,Career Focused Learners
U00777,4,999.88,4,3.6675,1,0,2,Beginner Learners
U00778,2,0.0,2,2.355,7,0,0,Inactive Learners
U00779,1,0.0,1,2.38,2,0,2,Beginner Learners
U00780,1,0.0,1,2.43,9,2,0,Inactive Learners
U00781,1,0.0,1,3.6,3,2,3,Career Focused Learners
U00782,1,0.0,1,2.61,4,0,2,Beginner Learners
U00783,2,57.32,2,3.88,3,0,2,Beginner Learners
U00784,2,299.57,2,4.21,3,1,4,Quality Seekers
U00785,1,0.0,1,4.66,5,2,4,Quality Seekers
U00786,13,1193.7,8,3.2807692307692307,6,0,1,Premium Power Learners
U00787,9,510.17,6,3.12,9,1,1,Premium Power Learners
U00788,2,0.0,2,1.935,5,1,0,Inactive Learners
U00789,2,37.89,2,2.475,3,0,2,Beginner Learners
U00790,2,347.48999999999995,2,2.56,7,0,0,Inactive Learners
U00791,2,89.59,2,3.305,0,2,3,Career Focused Learners
U00792,1,346.71,1,1.23,10,0,0,Inactive Learners
U00793,4,212.39,3,3.45,5,0,2,Beginner Learners
U00794,2,0.0,2,2.58,0,0,2,Beginner Learners
U00795,3,285.05,3,2.9466666666666668,1,1,3,Career Focused Learners
U00796,2,212.39,2,2.215,5,0,2,Beginner Learners
U00797,3,0.0,3,3.45,4,2,3,Career Focused Learners
U00798,1,0.0,1,1.52,4,0,0,Inactive Learners
U00799,2,0.0,2,2.925,3,1,3,Career Focused Learners
U00800,2,415.51,2,3.92,0,2,3,Career Focused Learners
U00801,2,415.51,2,3.92,0,2,3,Career Focused Learners
U00802,2,119.04,2,2.95,1,0,2,Beginner Learners
U00803,3,276.37,3,2.9633333333333334,1,0,2,Beginner Learners
U00804,2,89.59,2,1.98,0,1,3,Career Focused Learners
U00805,1,0.0,1,4.11,8,2,4,Quality Seekers
U00806,1,0.0,1,3.65,3,1,3,Career Focused Learners
U00807,1,342.61,1,4.84,10,2,4,Quality Seekers
U00808,1,0.0,1,3.64,0,1,3,Career Focused Learners
U00809,1,490.9,1,4.55,0,1,3,Career Focused Learners
U00810,1,276.37,1,2.72,4,0,2,Beginner Learners
U00811,3,487.92,2,3.053333333333333,11,1,0,Inactive Learners
U00812,3,285.05,2,3.64,4,1,3,Career Focused Learners
U00813,4,0.0,4,3.815,1,2,3,Career Focused Learners
U00814,1,0.0,1,2.01,8,0,0,Inactive Learners
U00815,2,415.51,2,3.92,0,2,3,Career Focused Learners
U00816,3,89.59,3,2.106666666666667,0,2,3,Career Focused Learners
U00817,1,0.0,1,3.32,11,1,4,Quality Seekers
U00818,1,0.0,1,4.79,8,0,4,Quality Seekers
U00819,14,1143.41,9,3.027857142857143,2,0,1,Premium Power Learners
U00820,3,487.92,3,3.126666666666667,1,0,2,Beginner Learners
U00821,13,1597.3,11,2.9061538461538463,0,1,1,Premium Power Learners
U00822,1,0.0,1,2.43,9,2,0,Inactive Learners
U00823,1,212.39,1,3.15,5,0,2,Beginner Learners
U00824,1,0.0,1,4.1,6,2,4,Quality Seekers
U00825,3,487.92,3,3.703333333333333,1,0,2,Beginner Learners
U00826,1,53.86,1,2.47,6,1,0,Inactive Learners
U00827,2,0.0,2,4.41,6,2,4,Quality Seekers
U00828,3,592.85,3,3.9066666666666654,0,2,3,Career Focused Learners
U00829,16,1338.31,8,3.054375,2,1,1,Premium Power Learners
U00830,1,326.02,1,2.69,1,2,3,Career Focused Learners
U00831,2,0.0,2,3.16,4,0,2,Beginner Learners
U00832,1,0.0,1,3.85,9,1,4,Quality Seekers
U00833,3,0.0,3,2.0066666666666664,7,0,0,Inactive Learners
U00834,1,0.0,1,2.2,11,1,0,Inactive Learners
U00835,1,0.0,1,3.02,3,2,3,Career Focused Learners
U00836,15,931.7,9,2.886,5,1,1,Premium Power Learners
U00837,4,285.05,3,2.5175,9,1,0,Inactive Learners
U00838,12,1027.19,8,2.8408333333333338,3,0,1,Premium Power Learners
U00839,1,0.0,1,4.94,2,1,4,Quality Seekers
U00840,3,394.26,3,2.4533333333333336,2,2,3,Career Focused Learners
U00841,1,0.0,1,1.91,2,2,3,Career Focused Learners
U00842,2,89.59,2,2.78,0,1,3,Career Focused Learners
U00843,1,276.37,1,2.72,4,0,2,Beginner Learners
U00844,1,0.0,1,4.72,8,2,4,Quality Seekers
U00845,1,53.86,1,2.47,6,1,0,Inactive Learners
U00846,1,57.32,1,4.74,11,0,4,Quality Seekers
U00847,1,0.0,1,4.66,5,2,4,Quality Seekers
U00848,4,415.51,3,3.7825,0,2,3,Career Focused Learners
U00849,2,248.1,1,2.42,0,1,3,Career Focused Learners
U00850,15,897.95,9,3.0846666666666662,10,0,1,Premium Power Learners
U00851,1,0.0,1,4.73,7,2,4,Quality Seekers
U00852,13,1579.14,8,3.4723076923076923,0,2,1,Premium Power Learners
U00853,2,0.0,2,2.92,7,2,3,Career Focused Learners
U00854,2,299.57,2,3.3600000000000003,3,0,2,Beginner Learners
U00855,1,0.0,1,1.28,9,1,0,Inactive Learners
U00856,1,0.0,1,2.14,5,1,0,Inactive Learners
U00857,1,0.0,1,3.32,11,1,4,Quality Seekers
U00858,15,396.47,8,3.258666666666667,7,1,1,Premium Power Learners
U00859,1,0.0,1,3.02,3,2,3,Career Focused Learners
U00860,1,490.9,1,4.55,0,1,3,Career Focused Learners
U00861,1,0.0,1,1.73,7,2,0,Inactive Learners
U00862,1,487.92,1,3.64,1,0,2,Beginner Learners
U00863,1,0.0,1,2.88,9,1,0,Inactive Learners
U00864,1,0.0,1,2.0,1,0,2,Beginner Learners
U00865,1,285.05,1,1.96,1,1,3,Career Focused Learners
U00866,1,0.0,1,4.73,7,2,4,Quality Seekers
U00867,1,0.0,1,2.61,4,0,2,Beginner Learners
U00868,1,0.0,1,2.14,5,1,0,Inactive Learners
U00869,1,0.0,1,2.01,8,0,0,Inactive Learners
U00870,15,966.14,10,3.4386666666666668,8,0,1,Premium Power Learners
U00871,2,0.0,2,2.055,2,0,2,Beginner Learners
U00872,1,0.0,1,3.32,11,1,4,Quality Seekers
U00873,1,0.0,1,4.45,4,0,2,Beginner Learners
U00874,12,2175.74,10,3.276666666666667,1,0,1,Premium Power Learners
U00875,1,57.32,1,4.74,11,0,4,Quality Seekers
U00876,14,2352.5,11,3.662857142857143,0,2,1,Premium Power Learners
U00877,1,490.9,1,4.55,0,1,3,Career Focused Learners
U00878,1,177.34,1,3.89,5,0,2,Beginner Learners
U00879,3,389.16,3,3.51,0,2,3,Career Focused Learners
U00880,1,177.34,1,3.89,5,0,2,Beginner Learners
U00881,16,2703.36,10,3.0825,0,2,1,Premium Power Learners
U00882,1,0.0,1,2.14,5,1,0,Inactive Learners
U00883,3,472.28,3,3.83,4,1,3,Career Focused Learners
U00884,1,487.92,1,3.64,1,0,2,Beginner Learners
U00885,1,117.68,1,2.57,3,0,2,Beginner Learners
U00886,2,0.0,2,1.505,7,1,0,Inactive Learners
